Circle
Square
Circle
Square
Circle
Circle
Square
Circle
Circle
Circle
Circle
Circle
Square
Circle
Circle
Circle
Circle
Square
Square
Circle
Square
Square
Circle
Circle
Square
Square
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Square
Circle
Circle
Circle
Square
Circle
Circle
Square
Square
Circle
Circle
Square
Circle
Circle
Square
Circle
Circle
Circle
Circle
Circle
Square
Circle
Circle
Square
Circle
Square
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Square
Circle
Circle
Square
Square
Circle
Circle
Circle
Circle
Square
Circle
Circle
Circle
Circle
Circle
Square
Square
Circle
Circle
Circle
Circle
Square
Circle
Circle
Square
Circle
Circle
Square
Circle
Square
Circle
Circle
Circle
Circle
Square
Circle
Circle
Square
Circle
Square
Circle
Circle
Square
Circle
Square
Circle
Square
Circle
Circle
Circle
Circle
Circle
Circle
Square
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Square
Circle
Circle
Circle
Square
Circle
Square
Square
Circle
Circle
Circle
Circle
Square
Circle
Square
Circle
Square
Circle
Circle
Circle
Circle
Square
Circle
Circle
Circle
Square
Square
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Square
Circle
Square
Square
Square
Circle
Circle
Circle
Circle
Circle
Square
Square
Circle
Circle
Square
Square
Square
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Square
Circle
Circle
Circle
Circle
Square
Square
Circle
Circle
Square
Circle
Circle
Circle
Circle
Circle
Square
Square
Circle
Circle
Circle
Circle
Circle
Circle
Square
Square
Circle
Circle
Square
Circle
Circle
Circle
Square
Circle
Circle
Circle
Circle
Circle
Circle
Square
Circle
Circle
Circle
Square
Square
Square
Square
Circle
Square
Circle
Circle
Square
Circle
Square
Circle
Square
Circle
Square
Circle
Square
Square
Circle
Circle
Circle
Square
Circle
Circle
Circle
Square
Circle
Circle
Circle
Circle
Square
Square
Square
Circle
Square
Square
Circle
Circle
Circle
Circle
Square
Circle
Circle
Square
Square
Circle
Circle
Square
Square
Circle
Square
Circle
Circle
Square
Circle
Circle
Square
Square
Square
Square
Square
Square
Circle
Square
Square
Square
Circle
Circle
Circle
Square
Square
Circle
Square
Circle
Circle
Circle
Circle
Circle
Square
Square
Circle
Circle
Square
Circle
Circle
Circle
Circle
Circle
Square
Square
Square
Circle
Circle
Circle
Square
Circle
Circle
Square
Circle
Circle
Circle
Square
Circle
Circle
Square
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
Circle
